New_Word	Synonyms	Frequency	Col2	Col3	Pronunciation	Theme	TargetSize
ebv	abbreviation,shorthand	37	/ɛbv/	EH|B|V	ehbv	z	3
esthr	threshold,cusp	37	/ɛsθɹ/	EH|S|TH|R	ehsthr	b	4
esf	specific,specificity,specified,specification,specifically	37	/ɛsf/	EH|S|F	ehsf	j	2
ízl	island,islander,isle	37	/aɪzl/	AY|Z|L	iyzl	ñ	4
inkt	intake	37	/ɪnkt/	IH|N|K|T	ihnkt	p	4
ospl	gospel	37	/ɒspl/	AA|S|P|L	ospl	w	4
olkn	volcanic	37	/ɒlkn/	AA|L|K|N	olkn	c	4
úld	household	37	/uːld/	UW|L|D	oold	l	4
esq	accompanying,escort,accompaniment	37	/ɛsq/	EH|S|Q	ehsq	ß	4
onstn	constant	37	/ɒnstn/	AA|N|S|T|N	onstn	j	2
ingw	wing	37	/ɪŋw/	IH|NG|W	ihngw	u	4
obn	iberian	37	/ɒbn/	AA|B|N	obn	u	3
ínv	vine	37	/aɪnv/	AY|N|V	iynv	u	4
ánjr	range,ranges	37	/eɪndʒɹ/	EY|N|JH|R	aynjr	žk	3
ántn	painting,painted,paint	37	/eɪntn/	EY|N|T|N	ayntn	z	4
äds	fiduciary	37	/ɔːds/	AO|D|S	awds	s	3
ësvr	relentless,perseverance,diligence,diligent	37	/ɜːsvɹ/	ER|S|V|R	ersvr	þ	4
ëng	elongated,elongation	37	/ɜːŋ/	ER|NG	erng	k	4
entsm	sentiment,sentimentality	37	/ɛntsm/	EH|N|T|S|M	ehntsm	þ	2
edsm	sediment,sedimentary	37	/ɛdsm/	EH|D|S|M	ehdsm	c	4
évfr	fever	37	/iːvfɹ/	IY|V|F|R	eevfr	s	4
avj	average,averaged	37	/ævdʒ/	AE|V|JH	aavj	k	4
armp	parameter	37	/æɹmp/	AE|R|M|P	aarmp	k	5
apn	apparent,apparently	37	/æpn/	AE|P|N	aapn	n	3
ungl	lung	37	/ʌŋl/	AH|NG|L	uhngl	dv	4
ünsl	council,councils	37	/aʊnsl/	AW|N|S|L	ownsl	s	4
üpf	powered,powerful	37	/aʊpf/	AW|P|F	owpf	d	5
astk	mastication,chewing,chewed	37	/æstk/	AE|S|T|K	aastk	h	3
ektn	technician	37	/ɛktn/	EH|K|T|N	ehktn	s	5
ídpr	pride	37	/aɪdpɹ/	AY|D|P|R	iydpr	u	3
amb	ambiguous,ambiguity	37	/æmb/	AE|M|B	aamb	z	2
almn	aluminum	37	/ælmn/	AE|L|M|N	aalmn	c	5
ëbv	verb	37	/ɜːbv/	ER|B|V	erbv	zj	3
énv	novice, amateur	37	/iːnv/	IY|N|V	eenv	w	5
ibtr	british	36	/ɪbtɹ/	IH|B|T|R	ihbtr	u	3
imtr	intermediary	36	/ɪmtɹ/	IH|M|T|R	ihmtr	ß	5
ánbl	mundane,banal	36	/eɪnbl/	EY|N|B|L	aynbl	ğ	2
asshf	pacification	36	/æsshf/	AE|S|S|HH|F	aasshf	þ	2
emst	stem,stemmed	36	/ɛmst/	EH|M|S|T	ehmst	zn	4
ozn	resin	36	/ɒzn/	AA|Z|N	ozn	c	4
áds	expenditure,spending	36	/eɪds/	EY|D|S	ayds	c	2
ërbl	herb,herbal	36	/ɜːɹbl/	ER|R|B|L	errbl	cç	3
ürdl	timid,cowardly,timidity	36	/aʊɹdl/	AW|R|D|L	owrdl	þ	2
enx	contextual	36	/ɛnks/	EH|N|KS	ehnks	g	4
ulns	dullness,dulling,monotony,blunting,dull	36	/ʌlns/	AH|L|N|S	uhlns	u	3
indn	indian	36	/ɪndn/	IH|N|D|N	ihndn	u	3
ézch	cheese	36	/iːztʃ/	IY|Z|CH	eezch	u	4
óstn	host,hosting,accommodating	36	/oʊstn/	OW|S|T|N	ohstn	u	4
éfch	chief	36	/iːftʃ/	IY|F|CH	eefch	u	4
ilb	syllabic	36	/ɪlb/	IH|L|B	ihlb	u	3
atg	category,genre	36	/ætg/	AE|T|G	aatg	g	2
éfk	defect,fault	36	/iːfk/	IY|F|K	eefk	s	3
ájl	angelic	36	/eɪdʒl/	EY|JH|L	ayjl	w	4
äs	source	36	/ɔːs/	AO|S	aws	ğt	3
opk	copper	36	/ɒpk/	AA|P|K	opk	c	4
irj	forage,grazing,foraging	36	/ɪɹdʒ/	IH|R|JH	ihrj	c	3
áshs	spacious	36	/eɪʃs/	EY|SH|S	ayshs	k	2
ormt	normative,normed	36	/ɒɹmt/	AA|R|M|T	ormt	s	3
alw	shallow,depthless	36	/ælw/	AE|L|W	aalw	k	2
adw	shadow	36	/ædw/	AE|D|W	aadw	b	3
úpd	loop,looped,looping	36	/uːpd/	UW|P|D	oopd	u	4
ëvt	coveted,covetous,coveting	36	/ɜːvt/	ER|V|T	ervt	u	4
enstr	strenuous,arduous	36	/ɛnstɹ/	EH|N|S|T|R	ehnstr	s	4
élds	sealed,seal,unsealing,sealable,sealing	36	/iːlds/	IY|L|D|S	eelds	u	4
ërvd	serving,served	36	/ɜːɹvd/	ER|R|V|D	errvd	d	4
âfkl	difficulty, hardship, difficult	36	/ɑːfkl/	AA|F|K|L	ahfkl	s	2
uskl	cluster,clustering,clusters	35	/ʌskl/	AH|S|K|L	uhskl	l	2
erbl	variable	35	/ɛɹbl/	EH|R|B|L	ehrbl	t	2
aktl	tactical	35	/æktl/	AE|K|T|L	aaktl	s	2
ázp	appraisal,appraised,appraising	35	/eɪzp/	EY|Z|P	ayzp	k	4
askl	vascular	35	/æskl/	AE|S|K|L	aaskl	h	4
ïkt	conduit	35	/juːkt/	Y|UW|K|T	iookt	d	4
oldm	molding,mold	35	/ɒldm/	AA|L|D|M	oldm	d	4
orbz	absorbing,absorbent,absorbed,absorb	35	/ɒɹbz/	AA|R|B|Z	orbz	p	4
ârch	arc,arch,arches	35	/ɑːɹtʃ/	AA|R|CH	ahrch	u	4
óvst	overstatement	35	/oʊvst/	OW|V|S|T	ohvst	u	3
umthr	maternal,mother	35	/ʌmθɹ/	AH|M|TH|R	uhmthr	l	2
ádtr	predatory	35	/eɪdtɹ/	EY|D|T|R	aydtr	h	4
enxd	extended	35	/ɛnksd/	EH|N|KS|D	ehnksd	k	4
entgl	entanglement	35	/ɛntgl/	EH|N|T|G|L	ehntgl	s	3
enxl	excellence,excellences	35	/ɛnksl/	EH|N|KS|L	ehnksl	þ	2
uls	compulsory,mandatory	35	/ʌls/	AH|L|S	uhls	s	4
ëdl	secular,worldly	35	/ɜːdl/	ER|D|L	erdl	s	2
ixtr	texture	35	/ɪkstɹ/	IH|KS|T|R	ihkstr	c	3
ërjn	urgent	35	/ɜːɹdʒn/	ER|R|JH|N	errjn	þ	2
ëgt	target,targeting	35	/ɜːgt/	ER|G|T	ergt	s	3
enkr	encouragement	35	/ɛnkɹ/	EH|N|K|R	ehnkr	þ	2
ómn	omen	35	/oʊmn/	OW|M|N	ohmn	w	4
anchl	channel,channeling,channels	35	/æntʃl/	AE|N|CH|L	aanchl	g	4
ébl	hemorrhage,bleeding	35	/iːbl/	IY|B|L	eebl	s	4
ájd	aging,ages,aged	35	/eɪdʒd/	EY|JH|D	ayjd	h	4
imgr	migration,migrating	35	/ɪmgɹ/	IH|M|G|R	ihmgr	ß	3
ápd	hanging,draped,pendulous	35	/eɪpd/	EY|P|D	aypd	s	4
índbl	blind,blindness,blinding	35	/aɪndbl/	AY|N|D|B|L	iyndbl	u	4
olvn	solvent	35	/ɒlvn/	AA|L|V|N	olvn	t	4
âln	silent, unspoken, silence, silencer	35	/ɑːln/	AA|L|N	ahln	s	2
önj	joining	34	/ɔɪndʒ/	OY|N|JH	oinj	u	4
úfl	floor	34	/uːfl/	UW|F|L	oofl	bs	3
olr	role	34	/ɒlɹ/	AA|L|R	olr	jd	2
ang	angular	34	/æŋ/	AE|NG	aang	k	4
äzp	pause,pausing	34	/ɔːzp/	AO|Z|P	awzp	sğ	4
upch	approach,approaching,oncoming,nearing,approachable	34	/ʌptʃ/	AH|P|CH	uhpch	p	2
agm	magma	34	/ægm/	AE|G|M	aagm	c	4
iltk	italic	34	/ɪltk/	IH|L|T|K	ihltk	z	4
emg	gemstone	34	/ɛmg/	EH|M|G	ehmg	c	5
ántl	saintly	34	/eɪntl/	EY|N|T|L	ayntl	u	4
ûl	pull,pulling,traction,towed,pulled	34	/ʊl/	UH|L	uul	pt	4
edspr	spreading,spread	34	/ɛdspɹ/	EH|D|S|P|R	ehdspr	u	4
âd	card	34	/ɑːd/	AA|D	ahd	u	4
érg	gear	34	/iːɹg/	IY|R|G	eerg	dt	4
évdl	developmental	34	/iːvdl/	IY|V|D|L	eevdl	t	5
älx	exalted	34	/ɔːlks/	AO|L|KS	awlks	þ	4
ustk	clustered	34	/ʌstk/	AH|S|T|K	uhstk	k	4
epst	epistemological	34	/ɛpst/	EH|P|S|T	ehpst	g	3
ovd	providential	34	/ɒvd/	AA|V|D	ovd	w	5
impn	instrumental,important	34	/ɪmpn/	IH|M|P|N	ihmpn	d	2
éntfr	interference	34	/iːntfɹ/	IY|N|T|F|R	eentfr	s	2
ëmfr	circumferential	34	/ɜːmfɹ/	ER|M|F|R	ermfr	ž	5
ógr	demographic	34	/oʊgɹ/	OW|G|R	ohgr	ß	3
axn	taxon,taxonomic	34	/æksn/	AE|KS|N	aaksn	h	4
émb	beam	34	/iːmb/	IY|M|B	eemb	sg	4
ulnr	vulnerability,vulnerable	34	/ʌlnɹ/	AH|L|N|R	uhlnr	hs	4
éptr	reporting,report,reports,reporter	34	/iːptɹ/	IY|P|T|R	eeptr	u	4
ulptr	sculpture,sculptures	34	/ʌlptɹ/	AH|L|P|T|R	uhlptr	t	3
ëvl	survival,surviving	34	/ɜːvl/	ER|V|L	ervl	h	2
oxv	vaccine	34	/ɒksv/	AA|KS|V	oksv	h	5
érp	peer	33	/iːɹp/	IY|R|P	eerp	jl	4
entm	entertainment,entertainer,entertaining	33	/ɛntm/	EH|N|T|M	ehntm	ß	3
érd	reed	33	/iːɹd/	IY|R|D	eerd	u	4
âpl	appeal	33	/ɑːpl/	AA|P|L	ahpl	s	3
anch	chance,luck,fortune	33	/æntʃ/	AE|N|CH	aanch	ğs	4
élz	realization	33	/iːlz/	IY|L|Z	eelz	fj	3
isth	history	33	/ɪsθ/	IH|S|TH	ihsth	g	3
implk	implication	33	/ɪmplk/	IH|M|P|L|K	ihmplk	n	2
ëgr	grass	33	/ɜːgɹ/	ER|G|R	ergr	u	4
áml	aimless,unaimed	33	/eɪml/	EY|M|L	ayml	u	5
et	eight	33	/ɛt/	EH|T	eht	u	4
ótst	protestant,protesting,objecting	33	/oʊtst/	OW|T|S|T	ohtst	u	3
aks	sac	33	/æks/	AE|K|S	aaks	u	4
ustsh	crustacean	33	/ʌstsh/	AH|S|T|S|HH	uhstsh	u	4
âft	craft,crafting	33	/ɑːft/	AA|F|T	ahft	u	3
ijy	strategy	33	/ɪdʒj/	IH|JH|Y	ihjy	s	2
aksr	accuracy,accurate	33	/æksɹ/	AE|K|S|R	aaksr	s	3
entl	gentle	33	/ɛntl/	EH|N|T|L	ehntl	þ	4
édk	decipherment,decoding	33	/iːdk/	IY|D|K	eedk	z	3
utr	utterance	33	/ʌtɹ/	AH|T|R	uhtr	z	2
apsl	capsule,pod	33	/æpsl/	AE|P|S|L	aapsl	b	4
ensr	generosity	33	/ɛnsɹ/	EH|N|S|R	ehnsr	þ	3
ûrnd	surrender	33	/ʊɹnd/	UH|R|N|D	uurnd	s	2
ëvsl	traversal	33	/ɜːvsl/	ER|V|S|L	ervsl	p	4
intg	interrogative	33	/ɪntg/	IH|N|T|G	ihntg	z	4
íbtr	tribe,clan	33	/aɪbtɹ/	AY|B|T|R	iybtr	ßl	2
énr	scenario	33	/iːnɹ/	IY|N|R	eenr	z	4
ondsh	conditional,conditioned,conditioning	33	/ɒndzh/	AA|N|D|Z|HH	ondsh	l	2
entsh	contentious	33	/ɛntsh/	EH|N|T|S|HH	ehntsh	þ	4
iskts	dissection	33	/ɪskts/	IH|S|K|T|S	ihskts	t	2
ilft	filtration,filter,filtering,sieve	33	/ɪlft/	IH|L|F|T	ihlft	c	3
oftpr	profit	33	/ɒftpɹ/	AA|F|T|P|R	oftpr	c	3
ödk	articulated	33	/ɔɪdk/	OY|D|K	oidk	h	4
achn	machine	33	/ætʃn/	AE|CH|N	aachn	d	4
olng	prolonged,prolongation	33	/ɒlŋ/	AA|L|NG	olng	u	5
olzr	polar,polarization	33	/ɒlzɹ/	AA|L|Z|R	olzr	v	4
ilvr	silver,silvery	33	/ɪlvɹ/	IH|L|V|R	ihlvr	c	3
unf	rare,infrequent	32	/ʌnf/	AH|N|F	uhnf	kß	3
ígr	diagram,schematic,blueprint	32	/aɪgɹ/	AY|G|R	iygr	z	4
ädk	broadcast,broadcaster,broadcasting	32	/ɔːdk/	AO|D|K	awdk	z	4
ítw	white	32	/aɪtw/	AY|T|W	iytw	çv	4
üthn	southern	32	/aʊθn/	AW|TH|N	owthn	ž	4
échn	teaching,instructor,teacher,educator	32	/iːtʃn/	IY|CH|N	eechn	z	3
ûng	spring	32	/ʊŋ/	UH|NG	uung	dt	4
eshy	precious	32	/ɛʃj/	EH|SH|Y	ehshy	þ	4
efy	defying	32	/ɛfj/	EH|F|Y	ehfy	u	4
älkst	stalk,stalks	32	/ɔːlkst/	AO|L|K|S|T	awlkst	u	4
okz	zinc,zn	32	/ɒkz/	AA|K|Z	okz	u	4
imk	mimicry,mimetic,mimicking	32	/ɪmk/	IH|M|K	ihmk	u	3
ërbsn	disturbance,disturbed	32	/ɜːɹbsn/	ER|R|B|S|N	errbsn	s	2
ensjr	generous	32	/ɛnsdʒɹ/	EH|N|S|JH|R	ehnsjr	þ	4
íxdr	hydroxyl	32	/aɪksdɹ/	AY|KS|D|R	iyksdr	c	5
obsh	obsession	32	/ɒbʃ/	AA|B|SH	obsh	s	2
iptr	handwriting,handwritten	32	/ɪptɹ/	IH|P|T|R	ihptr	z	3
aptl	capital,capitalist,capitalism	32	/æptl/	AE|P|T|L	aaptl	c	3
esg	disgrace,dishonor	32	/ɛsg/	EH|S|G	ehsg	ß	3
ârn	learning	32	/ɑːɹn/	AA|R|N	ahrn	z	3
onvj	convergence,converging	32	/ɒnvdʒ/	AA|N|V|JH	onvj	p	2
ekshw	equation,formula,equations	32	/ɛkʃw/	EH|K|SH|W	ehkshw	k	2
ük	bovine,ox,cow,cattle	32	/aʊk/	AW|K	owk	h	4
evshl	evolution	32	/ɛvʃl/	EH|V|SH|L	ehvshl	h	2
alb	calibration,calibrated,calibrations	32	/ælb/	AE|L|B	aalb	g	3
unp	unplanned	32	/ʌnp/	AH|N|P	uhnp	u	5
ïks	mucus,mucous	32	/juːks/	Y|UW|K|S	iooks	h	4
ornd	horn,horned	32	/ɒɹnd/	AA|R|N|D	ornd	u	4
äns	coarse,coarseness	31	/ɔːns/	AO|N|S	awns	çk	4
otpl	plot,plotting	31	/ɒtpl/	AA|T|P|L	otpl	gz	3
ílr	spiral	31	/aɪlɹ/	AY|L|R	iylr	t	2
ígl	triangular,triangle	31	/aɪgl/	AY|G|L	iygl	k	4
ädr	shoulder	31	/ɔːdɹ/	AO|D|R	awdr	b	3
únsy	fluent,fluency	31	/uːnsj/	UW|N|S|Y	oonsy	z	2
ítsp	spiteful,spite	31	/aɪtsp/	AY|T|S|P	iytsp	çþ	4
ursh	flourishing,thriving	31	/ʌɹʃ/	AH|R|SH	uhrsh	k	4
ikt	fictive	31	/ɪkt/	IH|K|T	ihkt	u	4
âdk	medicinal	31	/ɑːdk/	AA|D|K	ahdk	h	3
abk	cabinet	31	/æbk/	AE|B|K	aabk	b	4
unkm	incomplete	31	/ʌnkm/	AH|N|K|M	uhnkm	s	2
enjn	vengeance,retaliation,revenge	31	/ɛndʒn/	EH|N|JH|N	ehnjn	s	2
ovj	coverage	31	/ɒvdʒ/	AA|V|JH	ovj	b	2
intgy	integrity	31	/ɪntgj/	IH|N|T|G|Y	ihntgy	j	2
át	destiny,fate,doom	31	/eɪt/	EY|T	ayt	s	2
axw	wax,waxed	31	/æksw/	AE|KS|W	aaksw	kv	2
oshn	washing,cleaning,wash	31	/ɒʃn/	AA|SH|N	oshn	s	4
ómz	chromosome,chromosomal	31	/oʊmz/	OW|M|Z	ohmz	h	5
enchr	enrichment,enriched	31	/ɛntʃɹ/	EH|N|CH|R	ehnchr	t	3
ítkr	criteria	31	/aɪtkɹ/	AY|T|K|R	iytkr	n	3
aq	faculty	31	/æq/	AE|Q	aaq	n	2
opsv	oppressive	31	/ɒpsv/	AA|P|S|V	opsv	s	2
ofspr	offspring	31	/ɒfspɹ/	AA|F|S|P|R	ofspr	l	4
ubkn	subcontinental	31	/ʌbkn/	AH|B|K|N	uhbkn	ž	5
ankf	thankful,grateful	31	/ænkf/	AE|N|K|F	aankf	þ	4
ëtf	harmful	31	/ɜːtf/	ER|T|F	ertf	s	4
ulty	multi	31	/ʌltj/	AH|L|T|Y	uhlty	u	*
ütp	output	31	/aʊtp/	AW|T|P	owtp	z	2
unqw	unequal	31	/ʌnqw/	AH|N|Q|W	uhnqw	k	2
ubsm	subsuming	31	/ʌbsm/	AH|B|S|M	uhbsm	u	4
unbl	blunt,bluntness	31	/ʌnbl/	AH|N|B|L	uhnbl	çt	4
ávr	slavery	31	/eɪvɹ/	EY|V|R	ayvr	s	2
ádsh	radioactive,radioactivity	31	/eɪdʃ/	EY|D|SH	aydsh	v	5
élt	elite	30	/iːlt/	IY|L|T	eelt	ß	5
axd	accidental,unintentional	30	/æksd/	AE|KS|D	aaksd	j	2
oxm	approximation	30	/ɒksm/	AA|KS|M	oksm	k	2
ánspl	plane,planing	30	/eɪnspl/	EY|N|S|P|L	aynspl	bž	4
afl	affiliation,affiliated	30	/æfl/	AE|F|L	aafl	ß	3
ixn	mixing	30	/ɪksn/	IH|KS|N	ihksn	c	4
ushn	crushing	30	/ʌʃn/	AH|SH|N	uhshn	b	4
ärm	storm,cyclone,tempest,cyclonic	30	/ɔːɹm/	AO|R|M	awrm	ßt	3
eltl	belittling,patronizing,belittled	30	/ɛltl/	EH|L|T|L	ehltl	u	5
ülf	foul	30	/aʊlf/	AW|L|F	owlf	u	4
övr	anniversary,jubilee,anniversaries	30	/ɔɪvɹ/	OY|V|R	oivr	ß	5
obp	probability,likelihood,probable	30	/ɒbp/	AA|B|P	obp	n	2
ûgt	signature,signer	30	/ʊgt/	UH|G|T	uugt	z	4
ûgs	magnesium	30	/ʊgs/	UH|G|S	uugs	c	5
akmr	acronym	30	/ækmɹ/	AE|K|M|R	aakmr	z	5
exp	experienced,experiencing	30	/ɛksp/	EH|KS|P	ehksp	h	4
emd	moderate,temperate,moderately	30	/ɛmd/	EH|M|D	ehmd	s	2
úgm	legume	30	/uːgm/	UW|G|M	oogm	h	4
úf	proof	30	/uːf/	UW|F	oof	fs	2
ómst	postal,mail	30	/oʊmst/	OW|M|S|T	ohmst	z	4
upw	upward	30	/ʌpw/	AH|P|W	uhpw	p	4
askt	acetic,acetate	30	/æskt/	AE|S|K|T	aaskt	c	4
uvp	overlapping,overlap	30	/ʌvp/	AH|V|P	uhvp	p	4
érth	theoretical	30	/iːɹθ/	IY|R|TH	eerth	n	2
úkl	nuclear	30	/uːkl/	UW|K|L	ookl	c	2
avd	derived,deriving	30	/ævd/	AE|V|D	aavd	n	4
ézy	series	30	/iːzj/	IY|Z|Y	eezy	g	2
inkrm	incremental	30	/ɪnkɹm/	IH|N|K|R|M	ihnkrm	k	3
ëntsh	furniture,furnishing,furnish,furnished	30	/ɜːntsh/	ER|N|T|S|HH	erntsh	b	3
íp	type	30	/aɪp/	AY|P	iyp	kj	2
igvr	vigorous,energetic	30	/ɪgvɹ/	IH|G|V|R	ihgvr	s	2
övn	provincial	30	/ɔɪvn/	OY|V|N	oivn	ž	2
empt	temptation	30	/ɛmpt/	EH|M|P|T	ehmpt	s	2
ëkshn	percussion	30	/ɜːkʃn/	ER|K|SH|N	erkshn	t	2
ás	tracing,traced,traces	30	/eɪs/	EY|S	ays	z	4
ájw	wagering,wager	30	/eɪdʒw/	EY|JH|W	ayjw	u	4
ëtr	nurturance,nurturing	30	/ɜːtɹ/	ER|T|R	ertr	u	3
áws	lawsuit,litigation,litigant	29	/eɪws/	EY|W|S	ayws	s	5
uj	irrational,illogical,unreasonable,unreasonableness	29	/ʌdʒ/	AH|JH	uhj	m	2
ensl	sensual,erotic	29	/ɛnsl/	EH|N|S|L	ehnsl	þ	2
ofg	biographical	29	/ɒfg/	AA|F|G	ofg	ğ	3
âstny	narcissistic,narcissism	29	/ɑːstnj/	AA|S|T|N|Y	ahstny	m	5
ikz	accusation,accused	29	/ɪkz/	IH|K|Z	ihkz	s	3
endr	gender	29	/ɛndɹ/	EH|N|D|R	ehndr	h	3
íbdr	hybrid	29	/aɪbdɹ/	AY|B|D|R	iybdr	h	2
íms	timing	29	/aɪms/	AY|M|S	iyms	s	2
ilst	illicit	29	/ɪlst/	IH|L|S|T	ihlst	s	5
ornth	north	29	/ɒɹnθ/	AA|R|N|TH	ornth	žp	3
ézhsn	season	29	/iːʒsn/	IY|ZH|S|N	eezhsn	t	4
áyr	ray	29	/eɪjɹ/	EY|Y|R	ayyr	u	4
âthpr	arthropod	29	/ɑːθpɹ/	AA|TH|P|R	ahthpr	u	4
otsh	scottish	29	/ɒtʃ/	AA|T|SH	otsh	u	3
empdr	temper,tempered	29	/ɛmpdɹ/	EH|M|P|D|R	ehmpdr	s	3
ensp	spelling	29	/ɛnsp/	EH|N|S|P	ehnsp	z	3
úvr	maneuver,tactic,maneuvering,tactics	29	/uːvɹ/	UW|V|R	oovr	s	3
exps	expense	29	/ɛksps/	EH|KS|P|S	ehksps	c	4
íthdr	thyroid	29	/aɪθdɹ/	AY|TH|D|R	iythdr	h	4
ujr	injury,trauma	29	/ʌdʒɹ/	AH|JH|R	uhjr	h	2
efm	deformity,malformation	29	/ɛfm/	EH|F|M	ehfm	t	2
uns	uncertain,uncertainty	29	/ʌns/	AH|N|S	uhns	j	2
ándr	remains,remainder,remaining,carryover	29	/eɪndɹ/	EY|N|D|R	ayndr	ğ	2
épv	deprivation,deprived,depriving	29	/iːpv/	IY|P|V	eepv	s	2
úln	pollination,pollen,pollinated	29	/uːln/	UW|L|N	ooln	h	3
ubsf	subsurface	29	/ʌbsf/	AH|B|S|F	uhbsf	u	5
ánw	twisting, twisted, twist	29	/eɪnw/	EY|N|W	aynw	u	4
eltp	hide,pelt	28	/ɛltp/	EH|L|T|P	ehltp	u	4
úthn	smooth,smoothness	28	/uːθn/	UW|TH|N	oothn	çr	3
äw	awe	28	/ɔːw/	AO|W	aww	þf	2
undw	underworld	28	/ʌndw/	AH|N|D|W	uhndw	w	4
ösv	voice	28	/ɔɪsv̩/	OY|S|V	oisv	jz	2
äntf	quantification,quantifier	28	/ɔːntf/	AO|N|T|F	awntf	kz	3
úbkl	tuberculosis	28	/uːbkl/	UW|B|K|L	oobkl	h	4
úlf	fuel,fueled	28	/uːlf/	UW|L|F	oolf	ct	4
ézhsl	seasonal	28	/iːʒsl/	IY|ZH|S|L	eezhsl	g	2
ingdw	winged	28	/ɪŋdw/	IH|NG|D|W	ihngdw	u	5
älft	adult	28	/ɔːlft/	AO|L|F|T	awlft	h	4
olshn	polishing,polish,polished	28	/ɒlʃn/	AA|L|SH|N	olshn	u	4
échpr	preaching,sermon	28	/iːtʃpɹ/	IY|CH|P|R	eechpr	u	3
ovy	envoy,messenger,courier	28	/ɒvj/	AA|V|Y	ovy	ß	5
áyd	day,days	28	/eɪjd/	EY|Y|D	ayyd	ğh	4
ald	aldehyde	28	/æld/	AE|L|D	aald	c	5
asjr	passenger	28	/æsdʒɹ/	AE|S|JH|R	aasjr	p	5
énzch	chinese	28	/iːnztʃ/	IY|N|Z|CH	eenzch	ñz	3
óft	feather,feathered	28	/oʊft/	OW|F|T	ohft	h	4
idsk	idiosyncrasy,eccentric,eccentricity,quirk	28	/ɪdsk/	IH|D|S|K	ihdsk	j	2
okn	ketone	28	/ɒkn/	AA|K|N	okn	c	5
etskr	heterocycle,imidazole	28	/ɛtskɹ/	EH|T|S|K|R	ehtskr	t	5
amj	demonstration,demonstrating	28	/æmdʒ/	AE|M|JH	aamj	z	2
obzl	observable,observational	28	/ɒbzl/	AA|B|Z|L	obzl	s	4
adsr	address	28	/ædsɹ/	AE|D|S|R	aadsr	z	4
ëftk	certification,certificate	28	/ɜːftk/	ER|F|T|K	erftk	s	3
ornch	chlorine,chlorinated	28	/ɒɹntʃ/	AA|R|N|CH	ornch	c	5
opshr	proportional,proportioned	28	/ɒpʃɹ/	AA|P|SH|R	opshr	k	2
óntsh	notation	28	/oʊntsh/	OW|N|T|S|HH	ohntsh	z	2
imsn	dissemination	28	/ɪmsn/	IH|M|S|N	ihmsn	z	3
opzhr	proposition	28	/ɒpʒɹ/	AA|P|ZH|R	opzhr	n	2
onshf	admission,confession	28	/ɒnʃf/	AA|N|SH|F	onshf	s	2
anskr	transcription	28	/ænskɹ/	AE|N|S|K|R	aanskr	t	2
olms	solemn,serious	28	/ɒlms/	AA|L|M|S	olms	w	2
ówdr	lowering,lowered	28	/oʊwdɹ/	OW|W|D|R	ohwdr	t	4
oz	australian	28	/ɒz/	AA|Z	oz	u	3
umbg	unambiguous	28	/ʌmbg/	AH|M|B|G	uhmbg	z	5
onvsh	invention,innovation	28	/ɒnvʃ/	AA|N|V|SH	onvsh	d	2
óxt	matrix	27	/oʊkst/	OW|KS|T	ohkst	k	2
anzk	transaction	27	/ænzk/	AE|N|Z|K	aanzk	p	2
ád	candidate	27	/eɪd/	EY|D	ayd	s	5
apkt	liver,hepatic	27	/æpkt/	AE|P|K|T	aapkt	h	4
ichn	lichen	27	/ɪtʃn/	IH|CH|N	ihchn	h	4
ech	stretching,stretched	27	/ɛtʃ/	EH|CH	ehch	tb	3
efsm	emphasis	27	/ɛfsm/	EH|F|S|M	ehfsm	z	2
élk	helical	27	/iːlk/	IY|L|K	eelk	ž	4
itf	fitting	27	/ɪtf/	IH|T|F	ihtf	b	4
ungbl	unobligated	27	/ʌŋbl/	AH|NG|B|L	uhngbl	s	5
óspl	hospitality,hospital	27	/oʊspl/	OW|S|P|L	ohspl	ß	3
ákv	concave	27	/eɪkv/	EY|K|V	aykv	ž	4
ulk	bulk	27	/ʌlk/	AH|L|K	uhlk	u	3
ultm	ultimate	27	/ʌltm/	AH|L|T|M	uhltm	k	2
atv	unstable,volatility,volatilization,instability	27	/ætv/	AE|T|V	aatv	s	2
achd	matching,matched	27	/ætʃd/	AE|CH|D	aachd	u	4
uwr	unrefined,raw,unprocessed	27	/ʌwɹ/	AH|W|R	uhwr	u	5
útbl	suitable	27	/uːtbl/	UW|T|B|L	ootbl	d	2
apth	apathy	27	/æpθ/	AE|P|TH	aapth	þ	2
athp	pathology	27	/æθp/	AE|TH|P	aathp	h	3
ébj	subjective	27	/iːbdʒ/	IY|B|JH	eebj	j	2
írsl	wireless	27	/aɪɹsl/	AY|R|S|L	iyrsl	s	5
éldy	yield	27	/iːldj/	IY|L|D|Y	eeldy	kh	4
oldg	gold,aurum	27	/ɒldg/	AA|L|D|G	oldg	ñg	4
alng	analog	27	/ælŋ/	AE|L|NG	aalng	g	4
eqn	second	27	/ɛqn/	EH|Q|N	ehqn	l	3
onpl	monopoly	27	/ɒnpl/	AA|N|P|L	onpl	s	2
ulsn	allowance,allowances	27	/ʌlsn/	AH|L|S|N	uhlsn	c	4
édw	reward	27	/iːdw/	IY|D|W	eedw	c	3
úkstr	eucharistic	27	/uːkstɹ/	UW|K|S|T|R	ookstr	w	3
abst	abstinence,abstaining,abstainer,fasting,abstinent,fast	27	/æbst/	AE|B|S|T	aabst	w	3
